control_number_001,080_udc_number,udc_label_en
NBA01-004104383,821.174.09,Latvian literature: history and criticism
NBA01-004104396,792,Theatre. Stagecraft. Performing arts
NBA01-004104435,792,Theatre. Stagecraft. Performing arts
NBA01-004104440,792,Theatre. Stagecraft. Performing arts
NBA01-004104473,78,Music
NBA01-004104747,792,Theatre. Stagecraft. Performing arts
NBA01-004104754,78,Music
NBA01-004104763,374,
NBA01-004104811,78,Music
NBA01-004104812,78,Music
NBA01-004104813,78,Music
NBA01-004104847,69,
NBA01-004104866,792,Theatre. Stagecraft. Performing arts
NBA01-004104887,792,Theatre. Stagecraft. Performing arts
NBA01-004104911,78,Music
NBA01-004104922,78,Music
NBA01-004104938,792,Theatre. Stagecraft. Performing arts
NBA01-004104994,792,Theatre. Stagecraft. Performing arts
NBA01-004105045,78,Music
NBA01-004105071,792,Theatre. Stagecraft. Performing arts
NBA01-004105108,792,Theatre. Stagecraft. Performing arts
NBA01-004105113,792,Theatre. Stagecraft. Performing arts
NBA01-004105180,398,
NBA01-004105201,792,Theatre. Stagecraft. Performing arts
NBA01-004105248,78,Music
NBA01-004105316,792,Theatre. Stagecraft. Performing arts
NBA01-004105324,78,Music
NBA01-004105337,78,Music
NBA01-004105433,792,Theatre. Stagecraft. Performing arts
NBA01-004105583,394,Customs. Etiquette. Ceremonies
NBA01-004105708,792,Theatre. Stagecraft. Performing arts
NBA01-004105714,792,Theatre. Stagecraft. Performing arts
NBA01-004105849,78,Music
NBA01-004105902,36,
NBA01-004105939,792,Theatre. Stagecraft. Performing arts
NBA01-004105948,792,Theatre. Stagecraft. Performing arts
NBA01-004105951,792,Theatre. Stagecraft. Performing arts
NBA01-004105957,792,Theatre. Stagecraft. Performing arts
NBA01-004105958,792,Theatre. Stagecraft. Performing arts
NBA01-004105964,792,Theatre. Stagecraft. Performing arts
NBA01-004105967,792,Theatre. Stagecraft. Performing arts
NBA01-004105978,792,Theatre. Stagecraft. Performing arts
NBA01-004105985,792,Theatre. Stagecraft. Performing arts
NBA01-004106005,792,Theatre. Stagecraft. Performing arts
NBA01-004106011,78,Music
NBA01-004106122,792,Theatre. Stagecraft. Performing arts
NBA01-004106123,792,Theatre. Stagecraft. Performing arts
NBA01-004106126,792,Theatre. Stagecraft. Performing arts
NBA01-004106133,792,Theatre. Stagecraft. Performing arts
NBA01-004106135,792,Theatre. Stagecraft. Performing arts
NBA01-004106138,792,Theatre. Stagecraft. Performing arts
NBA01-004106150,7,Applied sciences
NBA01-004106159,792,Theatre. Stagecraft. Performing arts
NBA01-004106187,78,Music
NBA01-004106235,78,Music
NBA01-004106329,792,Theatre. Stagecraft. Performing arts
NBA01-004106534,78,Music
NBA01-004106667,792,Theatre. Stagecraft. Performing arts
NBA01-004106715,78,Music
NBA01-004106766,78,Music
NBA01-004106838,821.112.2-4,
NBA01-004106939,78,Music
NBA01-004106961,792,Theatre. Stagecraft. Performing arts
NBA01-004106975,792,Theatre. Stagecraft. Performing arts
NBA01-004107039,78,Music
NBA01-004107094,78,Music
NBA01-004107132,792,Theatre. Stagecraft. Performing arts
NBA01-004107202,78,Music
NBA01-004107302,792,Theatre. Stagecraft. Performing arts
NBA01-004107320,792,Theatre. Stagecraft. Performing arts
NBA01-004107395,008,General serial publications
NBA01-004107434,78,Music
NBA01-004107498,78,Music
NBA01-004107503,78,Music
NBA01-004107628,78,Music
NBA01-004107637,394,Customs. Etiquette. Ceremonies
NBA01-004107692,78,Music
NBA01-004107706,61,
NBA01-004108016,741/744,
NBA01-004108072,78,Music
NBA01-004108258,78,Music
NBA01-004108265,792,Theatre. Stagecraft. Performing arts
NBA01-004108282,78,Music
NBA01-004108347,78,Music
NBA01-004108350,78,Music
NBA01-004108354,78,Music
NBA01-004108369,78,Music
NBA01-004108373,792,Theatre. Stagecraft. Performing arts
NBA01-004108438,78,Music
NBA01-004108694,792,Theatre. Stagecraft. Performing arts
NBA01-004108822,78,Music
NBA01-004108968,792,Theatre. Stagecraft. Performing arts
NBA01-004109038,78,Music
NBA01-004109134,792,Theatre. Stagecraft. Performing arts
NBA01-004109136,78,Music
NBA01-004109158,78,Music
NBA01-004109173,792,Theatre. Stagecraft. Performing arts
NBA01-004109269,792,Theatre. Stagecraft. Performing arts
NBA01-004109354,78,Music
NBA01-004109376,78,Music
NBA01-004109396,78,Music
NBA01-004109400,78,Music
NBA01-004109507,78,Music
NBA01-004109522,792,Theatre. Stagecraft. Performing arts
NBA01-004109530,792,Theatre. Stagecraft. Performing arts
NBA01-004109549,78,Music
NBA01-004109556,792,Theatre. Stagecraft. Performing arts
NBA01-004109596,78,Music
NBA01-004109675,78,Music
NBA01-004109680,792,Theatre. Stagecraft. Performing arts
NBA01-004109795,792,Theatre. Stagecraft. Performing arts
NBA01-004109946,78,Music
NBA01-004110136,374,
NBA01-004110183,792,Theatre. Stagecraft. Performing arts
NBA01-004110269,792,Theatre. Stagecraft. Performing arts
NBA01-004110305,78,Music
NBA01-004110316,78,Music
NBA01-004110324,792,Theatre. Stagecraft. Performing arts
NBA01-004110346,792,Theatre. Stagecraft. Performing arts
NBA01-004110429,792,Theatre. Stagecraft. Performing arts
NBA01-004110491,374,
NBA01-004110547,78,Music
NBA01-004110768,792,Theatre. Stagecraft. Performing arts
NBA01-004110770,78,Music
NBA01-004110898,792,Theatre. Stagecraft. Performing arts
NBA01-004110906,792,Theatre. Stagecraft. Performing arts
NBA01-004110913,792,Theatre. Stagecraft. Performing arts
NBA01-004110990,793.3,Indoor games and sport
NBA01-004111000,78,Music
NBA01-004111211,78,Music
NBA01-004111245,792,Theatre. Stagecraft. Performing arts
NBA01-004111252,78,Music
NBA01-004111313,394,Customs. Etiquette. Ceremonies
NBA01-004111344,792,Theatre. Stagecraft. Performing arts
NBA01-004111581,792,Theatre. Stagecraft. Performing arts
NBA01-004111817,792,Theatre. Stagecraft. Performing arts
NBA01-004112108,78,Music
NBA01-004112114,75,Painting. Drawing
NBA01-004112128,78,Music
NBA01-004112324,78,Music
NBA01-004112378,792,Theatre. Stagecraft. Performing arts
NBA01-004112552,374,
NBA01-004112866,792,Theatre. Stagecraft. Performing arts
NBA01-004113012,792,Theatre. Stagecraft. Performing arts
NBA01-004113055,792,Theatre. Stagecraft. Performing arts
NBA01-004113109,78,Music
NBA01-004113205,792,Theatre. Stagecraft. Performing arts
NBA01-004113241,78,Music
NBA01-004113378,821.174.09,Latvian literature: history and criticism
NBA01-004113505,78,Music
NBA01-004113601,78,Music
NBA01-004113722,792,Theatre. Stagecraft. Performing arts
NBA01-004113751,7,Applied sciences
NBA01-004113765,7,Applied sciences
NBA01-004113771,792,Theatre. Stagecraft. Performing arts
NBA01-004113884,78,Music
NBA01-004114156,78,Music
NBA01-004114165,792,Theatre. Stagecraft. Performing arts
NBA01-004114580,78,Music
NBA01-004114584,78,Music
NBA01-004115079,792,Theatre. Stagecraft. Performing arts
NBA01-004115306,78,Music
NBA01-004115604,78,Music
NBA01-004115789,792,Theatre. Stagecraft. Performing arts
NBA01-004116273,792,Theatre. Stagecraft. Performing arts
NBA01-004116561,008,General serial publications
NBA01-004116831,34,
NBA01-004116915,78,Music
NBA01-004116924,78,Music
NBA01-004116930,78,Music
NBA01-004117067,792,Theatre. Stagecraft. Performing arts
NBA01-004117068,78,Music
NBA01-004117143,792,Theatre. Stagecraft. Performing arts
NBA01-004117236,78,Music
NBA01-004117302,792,Theatre. Stagecraft. Performing arts
NBA01-004117436,792,Theatre. Stagecraft. Performing arts
NBA01-004117762,792,Theatre. Stagecraft. Performing arts
NBA01-004117814,78,Music
NBA01-004117854,79,
NBA01-004117901,79,
NBA01-004118042,821.174.09,Latvian literature: history and criticism
NBA01-004118115,792,Theatre. Stagecraft. Performing arts
NBA01-004118199,792,Theatre. Stagecraft. Performing arts
NBA01-004118386,78,Music
NBA01-004118446,78,Music
NBA01-004118457,792,Theatre. Stagecraft. Performing arts
NBA01-004118512,78,Music
NBA01-004118589,792,Theatre. Stagecraft. Performing arts
NBA01-004118602,78,Music
NBA01-004118624,792,Theatre. Stagecraft. Performing arts
NBA01-004118787,78,Music
NBA01-004118849,7,Applied sciences
NBA01-004118914,004,
NBA01-004118927,78,Music
NBA01-004119046,792,Theatre. Stagecraft. Performing arts
NBA01-004119218,78,Music
NBA01-004119298,78,Music
NBA01-004119349,78,Music
NBA01-004119419,78,Music
NBA01-004119477,78,Music
NBA01-004119617,78,Music
NBA01-004119667,792,Theatre. Stagecraft. Performing arts
NBA01-004119755,792,Theatre. Stagecraft. Performing arts
NBA01-004119792,792,Theatre. Stagecraft. Performing arts
NBA01-004119843,792,Theatre. Stagecraft. Performing arts
NBA01-004119911,792,Theatre. Stagecraft. Performing arts
NBA01-004120159,821.174-7,
NBA01-004120253,78,Music
NBA01-004120379,792,Theatre. Stagecraft. Performing arts
NBA01-004120468,792,Theatre. Stagecraft. Performing arts
NBA01-004120482,78,Music
NBA01-004120538,378,
NBA01-004120566,78,Music
NBA01-004120774,78,Music
NBA01-004120782,394,Customs. Etiquette. Ceremonies
NBA01-004120905,78,Music
NBA01-004121024,745/749,Decorative arts. Applied arts
NBA01-004121144,394,Customs. Etiquette. Ceremonies
NBA01-004121368,31,
NBA01-004121873,792,Theatre. Stagecraft. Performing arts
NBA01-004121900,78,Music
NBA01-004121904,78,Music
NBA01-004122130,78,Music
NBA01-004122487,792,Theatre. Stagecraft. Performing arts
NBA01-004122557,13,
NBA01-004122828,78,Music
NBA01-004122989,36,
NBA01-004123434,78,Music
NBA01-004123745,792,Theatre. Stagecraft. Performing arts
NBA01-004123765,78,Music
NBA01-004123774,78,Music
NBA01-004123785,78,Music
NBA01-004123809,654,
NBA01-004123856,654,
NBA01-004123860,36,
NBA01-004124114,78,Music
NBA01-004124171,792,Theatre. Stagecraft. Performing arts
NBA01-004124256,78,Music
NBA01-004124368,792,Theatre. Stagecraft. Performing arts
NBA01-004124447,78,Music
NBA01-004124548,792,Theatre. Stagecraft. Performing arts
NBA01-004124563,792,Theatre. Stagecraft. Performing arts
NBA01-004124626,792,Theatre. Stagecraft. Performing arts
NBA01-004124628,792,Theatre. Stagecraft. Performing arts
NBA01-004124631,792,Theatre. Stagecraft. Performing arts
NBA01-004124634,792,Theatre. Stagecraft. Performing arts
NBA01-004124640,792,Theatre. Stagecraft. Performing arts
NBA01-004124642,792,Theatre. Stagecraft. Performing arts
NBA01-004124645,792,Theatre. Stagecraft. Performing arts
NBA01-004124648,78,Music
NBA01-004124652,792,Theatre. Stagecraft. Performing arts
NBA01-004124656,792,Theatre. Stagecraft. Performing arts
NBA01-004124682,792,Theatre. Stagecraft. Performing arts
NBA01-004125143,792,Theatre. Stagecraft. Performing arts
NBA01-004125144,792,Theatre. Stagecraft. Performing arts
NBA01-004125147,792,Theatre. Stagecraft. Performing arts
NBA01-004125150,792,Theatre. Stagecraft. Performing arts
NBA01-004125152,792,Theatre. Stagecraft. Performing arts
NBA01-004125156,792,Theatre. Stagecraft. Performing arts
NBA01-004125419,792,Theatre. Stagecraft. Performing arts
NBA01-004125566,792,Theatre. Stagecraft. Performing arts
NBA01-004125657,792,Theatre. Stagecraft. Performing arts
NBA01-004125719,792,Theatre. Stagecraft. Performing arts
NBA01-004125731,792,Theatre. Stagecraft. Performing arts
NBA01-004125826,792,Theatre. Stagecraft. Performing arts
NBA01-004125839,792,Theatre. Stagecraft. Performing arts
NBA01-004126007,792,Theatre. Stagecraft. Performing arts
NBA01-004126022,78,Music
NBA01-004126084,78,Music
NBA01-004126410,78,Music
NBA01-004126652,008,General serial publications
NBA01-004126691,792,Theatre. Stagecraft. Performing arts
NBA01-004126748,792,Theatre. Stagecraft. Performing arts
NBA01-004126773,78,Music
NBA01-004126879,792,Theatre. Stagecraft. Performing arts
NBA01-004126939,792,Theatre. Stagecraft. Performing arts
NBA01-004127180,78,Music
NBA01-004127278,792,Theatre. Stagecraft. Performing arts
NBA01-004127310,78,Music
NBA01-004127345,78,Music
NBA01-004127873,78,Music
NBA01-004128355,78,Music
NBA01-004128449,78,Music
NBA01-004128455,78,Music
NBA01-004128479,792,Theatre. Stagecraft. Performing arts
NBA01-004128556,792,Theatre. Stagecraft. Performing arts
NBA01-004128664,78,Music
NBA01-004128757,78,Music
NBA01-004128844,37.09,
NBA01-004128924,792,Theatre. Stagecraft. Performing arts
NBA01-004128998,373,
NBA01-004129200,78,Music
NBA01-004129238,78,Music
NBA01-004129260,821.174.09,Latvian literature: history and criticism
NBA01-004129483,78,Music
NBA01-004129486,78,Music
NBA01-004129574,792,Theatre. Stagecraft. Performing arts
NBA01-004129845,008,General serial publications
NBA01-004129859,394,Customs. Etiquette. Ceremonies
NBA01-004129907,78,Music
NBA01-004129911,792,Theatre. Stagecraft. Performing arts
NBA01-004129912,78,Music
NBA01-004129939,78,Music
NBA01-004129958,373,
NBA01-004130034,78,Music
NBA01-004130138,78,Music
NBA01-004130155,792,Theatre. Stagecraft. Performing arts
NBA01-004130255,792,Theatre. Stagecraft. Performing arts
NBA01-004130437,78,Music
NBA01-004130506,78,Music
NBA01-004130566,78,Music
NBA01-004130755,792,Theatre. Stagecraft. Performing arts
NBA01-004130868,78,Music
NBA01-004130979,792,Theatre. Stagecraft. Performing arts
NBA01-004131019,008,General serial publications
NBA01-004131287,792,Theatre. Stagecraft. Performing arts
NBA01-004131292,793.3,Indoor games and sport
NBA01-004131564,78,Music
NBA01-004131566,78,Music
NBA01-004131567,78,Music
NBA01-004131572,78,Music
NBA01-004131575,78,Music
NBA01-004131659,394,Customs. Etiquette. Ceremonies
NBA01-004131763,78,Music
NBA01-004131858,792,Theatre. Stagecraft. Performing arts
NBA01-004131964,792,Theatre. Stagecraft. Performing arts
NBA01-004132028,78,Music
NBA01-004132037,792,Theatre. Stagecraft. Performing arts
NBA01-004132087,792,Theatre. Stagecraft. Performing arts
NBA01-004132273,792,Theatre. Stagecraft. Performing arts
NBA01-004132629,78,Music
NBA01-004132632,78,Music
NBA01-004132800,78,Music
NBA01-004132886,78,Music
NBA01-004132899,792,Theatre. Stagecraft. Performing arts
NBA01-004133141,78,Music
NBA01-004133379,78,Music
NBA01-004133548,792,Theatre. Stagecraft. Performing arts
NBA01-004133563,792,Theatre. Stagecraft. Performing arts
NBA01-004133599,78,Music
NBA01-004133721,78,Music
NBA01-004133788,792,Theatre. Stagecraft. Performing arts
NBA01-004133789,792,Theatre. Stagecraft. Performing arts
NBA01-004133886,7,Applied sciences
NBA01-004134040,792,Theatre. Stagecraft. Performing arts
NBA01-004134041,792,Theatre. Stagecraft. Performing arts
NBA01-004134042,792,Theatre. Stagecraft. Performing arts
NBA01-004134043,792,Theatre. Stagecraft. Performing arts
NBA01-004134049,792,Theatre. Stagecraft. Performing arts
NBA01-004134050,792,Theatre. Stagecraft. Performing arts
NBA01-004134123,792,Theatre. Stagecraft. Performing arts
NBA01-004134147,792,Theatre. Stagecraft. Performing arts
NBA01-004134148,792,Theatre. Stagecraft. Performing arts
NBA01-004134594,78,Music
NBA01-004134819,78,Music
NBA01-004135069,793.3,Indoor games and sport
NBA01-004135077,792,Theatre. Stagecraft. Performing arts
NBA01-004135081,792,Theatre. Stagecraft. Performing arts
NBA01-004135087,792,Theatre. Stagecraft. Performing arts
NBA01-004135092,78,Music
NBA01-004135096,78,Music
NBA01-004135162,78,Music
NBA01-004135163,78,Music
NBA01-004135178,78,Music
NBA01-004135342,75,Painting. Drawing
NBA01-004135371,792,Theatre. Stagecraft. Performing arts
NBA01-004135375,792,Theatre. Stagecraft. Performing arts
NBA01-004135391,792,Theatre. Stagecraft. Performing arts
NBA01-004135433,78,Music
NBA01-004135490,78,Music
NBA01-004135541,78,Music
NBA01-004135703,792,Theatre. Stagecraft. Performing arts
NBA01-004135707,792,Theatre. Stagecraft. Performing arts
NBA01-004135790,792,Theatre. Stagecraft. Performing arts
NBA01-004135871,792,Theatre. Stagecraft. Performing arts
NBA01-004135872,792,Theatre. Stagecraft. Performing arts
NBA01-004135873,792,Theatre. Stagecraft. Performing arts
NBA01-004135874,78,Music
NBA01-004136079,78,Music
NBA01-004136136,792,Theatre. Stagecraft. Performing arts
NBA01-004136189,792,Theatre. Stagecraft. Performing arts
NBA01-004136209,78,Music
NBA01-004136432,792,Theatre. Stagecraft. Performing arts
NBA01-004136572,792,Theatre. Stagecraft. Performing arts
NBA01-004136573,792,Theatre. Stagecraft. Performing arts
NBA01-004136874,792,Theatre. Stagecraft. Performing arts
NBA01-004136986,78,Music
NBA01-004137324,78,Music
NBA01-004137370,72,
NBA01-004137421,78,Music
NBA01-004137479,78,Music
NBA01-004137510,78,Music
NBA01-004137515,78,Music
NBA01-004137516,78,Music
NBA01-004137540,792,Theatre. Stagecraft. Performing arts
NBA01-004137728,78,Music
NBA01-004137757,008,General serial publications
NBA01-004137795,78,Music
NBA01-004137970,78,Music
NBA01-004138040,792,Theatre. Stagecraft. Performing arts
NBA01-004138093,78,Music
NBA01-004138095,792,Theatre. Stagecraft. Performing arts
NBA01-004138252,792,Theatre. Stagecraft. Performing arts
NBA01-004138357,792,Theatre. Stagecraft. Performing arts
NBA01-004138497,78,Music
NBA01-004138577,792,Theatre. Stagecraft. Performing arts
NBA01-004138695,78,Music
NBA01-004138730,78,Music
NBA01-004138913,78,Music
NBA01-004138915,78,Music
NBA01-004139136,792,Theatre. Stagecraft. Performing arts
NBA01-004139275,78,Music
NBA01-004139402,78,Music
NBA01-004139441,34,
NBA01-004139583,78,Music
NBA01-004139687,78,Music
NBA01-004139721,792,Theatre. Stagecraft. Performing arts
NBA01-004139762,78,Music
NBA01-004139821,78,Music
NBA01-004140027,78,Music
NBA01-004140068,792,Theatre. Stagecraft. Performing arts
NBA01-004140072,78,Music
NBA01-004140081,78,Music
NBA01-004140082,792,Theatre. Stagecraft. Performing arts
NBA01-004140242,78,Music
NBA01-004140509,78,Music
NBA01-004140525,008,General serial publications
NBA01-004140550,792,Theatre. Stagecraft. Performing arts
NBA01-004141038,78,Music
NBA01-004141040,792,Theatre. Stagecraft. Performing arts
NBA01-004141323,792,Theatre. Stagecraft. Performing arts
NBA01-004141402,792,Theatre. Stagecraft. Performing arts
NBA01-004141505,792,Theatre. Stagecraft. Performing arts
NBA01-004141623,792,Theatre. Stagecraft. Performing arts
NBA01-004141730,78,Music
NBA01-004141840,78,Music
NBA01-004141867,78,Music
NBA01-004141990,654,
NBA01-004142045,792,Theatre. Stagecraft. Performing arts
NBA01-004142189,654,
NBA01-004142191,78,Music
NBA01-004142245,78,Music
NBA01-004142284,792,Theatre. Stagecraft. Performing arts
NBA01-004142442,373,
NBA01-004142479,792,Theatre. Stagecraft. Performing arts
NBA01-004142494,78,Music
NBA01-004142558,792,Theatre. Stagecraft. Performing arts
NBA01-004142707,78,Music
NBA01-004142858,78,Music
NBA01-004142905,78,Music
NBA01-004143003,78,Music
NBA01-004143191,78,Music
NBA01-004143222,78,Music
NBA01-004143278,792,Theatre. Stagecraft. Performing arts
NBA01-004143554,792,Theatre. Stagecraft. Performing arts
